0,Perk Name,Cost,Source,Description
181,Mining Mastery,150 CP,Stardew Valley,"You gain extreme talent and above-average skill in the field of mining inspired by Stardew Valley game, along with the knowledge to create all the tools and goods you need. You also have a supernatural edge when crafting items connected to this field and when actually mining. The supernatural advantage is toggleable."
182,Foraging Mastery,150 CP,Stardew Valley,"You gain extreme talent and above-average skill in the field of foraging inspired by Stardew Valley game, along with the knowledge to create all the tools and goods you need. You also have a supernatural edge when crafting items connected to this field and when actually foraging. The supernatural advantage is toggleable."
183,Combat Mastery,150 CP,Stardew Valley,"You gain extreme talent and above-average skill in the field of combat inspired by Stardew Valley game, along with the knowledge to create all the tools and goods you need. You also have a supernatural edge when crafting items connected to this field and when actually doing combat. The supernatural advantage is toggleable."
184,Chicken Coop,150 CP,Stardew Valley,"Well cared-for adult chickens lay eggs every day. Lives in the coop. This perk provides a coop full of chickens. You can delay releasing this into the world for as long as you want. Animals from this perk are unusually obedient to you, and when someone actively takes care of them, they become supernaturally productive. This perk can be purchased multiple times."
185,Void Chicken Coop,200 CP,Stardew Valley,"Well cared-for adult chickens lay eggs every day. Lives in the coop. This perk provides a coop full of void chickens variant from Stardew Valley. You can delay releasing this into the world for as long as you want. Animals from this perk are unusually obedient to you, and when someone actively takes care of them, they become supernaturally productive. This perk can be purchased multiple times."
186,Golden Chicke Coop,200 CP,Stardew Valley,"Well cared-for adult chickens lay eggs every day. Lives in the coop. This perk provides a coop full of golden chickens variant from Stardew Valley. You can delay releasing this into the world for as long as you want. Animals from this perk are unusually obedient to you. Yes, shells of their eggs are made of gold. Cool right? This perk can be purchased multiple times."
187,Duck Coop,150 CP,Stardew Valley,"Happy adults lay duck eggs every other day. Lives in the coop. This perk provides a coop full of ducks. You can delay releasing this into the world for as long as you want. Animals from this perk are unusually obedient to you, and when someone actively takes care of them, they become supernaturally productive. This perk can be purchased multiple times."
188,Rabbit Coop,150 CP,Stardew Valley,"These are wooly rabbits! They shed precious wool every few days. Lives in the coop. This perk provides a coop full of rabbits. You can delay releasing this into the world for as long as you want. Animals from this perk are unusually obedient to you, and when someone actively takes care of them, they become supernaturally productive. This perk can be purchased multiple times."
189,Dinosaur Coop,150 CP,Stardew Valley,"This perk provides a coop full of dinosaur variant from Stardew Valley game. You can delay releasing this into the world for as long as you want. Animals from this perk are unusually obedient to you, and when someone actively takes care of them, they become supernaturally productive. This perk can be purchased multiple times."
190,Cow Barn,150 CP,Stardew Valley,"This perk provides a barn full of cows. You can delay releasing this into the world for as long as you want. Animals from this perk are unusually obedient to you, and when someone actively takes care of them, they become supernaturally productive. This perk can be purchased multiple times."
191,Goat Barn,150 CP,Stardew Valley,"This perk provides a barn full of goats. You can delay releasing this into the world for as long as you want. Animals from this perk are unusually obedient to you, and when someone actively takes care of them, they become supernaturally productive. This perk can be purchased multiple times."
192,Sheep Barn,150 CP,Stardew Valley,"This perk provides a barn full of sheep. You can delay releasing this into the world for as long as you want. Animals from this perk are unusually obedient to you, and when someone actively takes care of them, they become supernaturally productive. This perk can be purchased multiple times."
193,"Pig Barn
",150 CP,Stardew Valley,"This perk provides a barn full of pigs. You can delay releasing this into the world for as long as you want. Animals from this perk are unusually obedient to you, and when someone actively takes care of them, they become supernaturally productive. This perk can be purchased multiple times."
194,Ostrich Barn,150 CP,Stardew Valley,"This perk provides a barn full of ostriches. You can delay releasing this into the world for as long as you want. Animals from this perk are unusually obedient to you, and when someone actively takes care of them, they become supernaturally productive. This perk can be purchased multiple times."
195,Horse Stable,150 CP,Stardew Valley,"This perk provides a stable full of horses. You can delay releasing this into the world for as long as you want. Animals from this perk are unusually obedient to you, and when someone actively takes care of them, they become supernaturally productive. This perk can be purchased multiple times."
196,,,,
197,,,,
198,,,,
199,,,,
200,,,,
201,,,,
202,,,,
203,,,,
204,,,,
205,,,,
206,,,,
207,,,,
208,,,,
209,,,,
