0,Perk Name,Cost,Source,Description
198,A Quiet Hotel,100 CP,Cultist Simulator,"A lovely hotel with the words “Overlook” emblazoned at the entrance. During the day, bustling caretakers tend to the precincts, at night cold winds sweep the orchards. This countryside hotel is managed by the spirits of the dead, who keep things stocked and tidy for their ignorant guests. In the gardens there’s a particularly large hedge maze where the influence of Winter wanders, while the ballroom soaks with the influences of the Heart from the floors above."
199,Alakapurine Shears,400 CP,Cultist Simulator,"The scissors that an Hour used to butcher another. These scissors sever all strings, cut all attachments, and end all contracts without repercussions, allowing one to get rid of needless things."
200,Dappled Mask,200 CP,Cultist Simulator,"A mask that conceals one’s true identity. While wearing this mask, it becomes impossible to identify someone, instead the mask is the one to bear the sins."
201,Marruvine Idol,200 CP,Cultist Simulator,"An infant doll made of wood. These dolls can placate the rage of the supernatural beasts temporarily, who will cradle the doll like their own baby"
202,Kingskin Bodhran,400 CP,Cultist Simulator,"An irish style drum fashioned out of the leftover skin of an Hour. The sounds of this drum force the hearts around them to beat to the rhythm, even if death wishes otherwise."
203,Stained Gloves,200 CP,Cultist Simulator,"A pair of black gloves. When worn, the hands behave with surgical precision, as if a lifetime of practice had descended upon them"
204,Chalice Murmurous,400 CP,Cultist Simulator,"A pthumerian chalice filled with blood. Partaking in the blood causes vivid dreams of beasts and hunters, and with great pains can things be pulled out of them"
205,Cinnabar Amulet,200 CP,Cultist Simulator,"A scarlet amulet that glows dimly with phosphorescent light. When worn, the body is never hot or cold, and always retains its temperature perfectly."
206,Carcass Spark,400 CP,Cultist Simulator,"An ember of a most radiant light. This spark never fades or burns without reason, and can consume materials and souls alike to grow like a bonfire. Its fire remembers the exact moment where all stones become water."
207,Noonstone,200 CP,Cultist Simulator,"This minor tool can be used to call upon the Principle of the Lantern. It radiates like an overhead sun, and its light can shine even in supernatural darkness."
208,Watchman’s Glass,400 CP,Cultist Simulator,"An ancient glass of polished silver anthracite. This unbreakable shield can be used to reflect the most radiant light, and even supernatural attacks will bounce off its surface."
209,Biedde's Blade,200 CP,Cultist Simulator,A blade with a pristine polish. A cut from this blade will not cease bleeding until the wound is forcibly closed.
210,Furious Sliver,400 CP,Cultist Simulator,"The remnants of a blade that had to be shattered for a general to become an Hour. Even broken, these 3 fragments yearn to strike again, and should they be reforged, they will surround and follow their master like loyal dogs of war"
211,Bone Flute,200 CP,Cultist Simulator,"A flute carved out of human bone. When 3 descending notes are played, silence falls and expands to fill any room around it. When 3 ascending notes are played, sound returns."
212,Division Bell,400 CP,Cultist Simulator,"A handheld bell that rings with dissonant tones. Pointing this bell at something and ringing it can divide that which has been put together. Through this, and with enough haste, even the Worms can be separated from the still unwilling host."
213,The Geminiad,200 CP,Cultist Simulator,"An extensive treatise in the Principle of Knock. This text provides knowledge on every lock, every door, and every barrier, and the many ways to open them."
214,Frangiclave,400 CP,Cultist Simulator,"The master key of the world, and the most powerful tool of the Principle of Knock. The Frangiclave is a key that doesn’t so much open locks, but rather utterly destroys them."
215,Paradoxical Curio,200 CP,Cultist Simulator,A reality bending trinket that represents the many Secret Histories. This curio only bends in bizarre ways when in the presence of supernatural danger
216,Atlas of Dreams,400 CP,Cultist Simulator,"An occult journal that maps the dark side of the world. This atlas can guide anyone to anywhere, even places outside of reality, provided the user has a destination in mind. Do remember that some places are harder to reach than others."
217,,,,
218,,,,
219,,,,
220,,,,
221,,,,
222,,,,
223,,,,
224,,,,
225,,,,
226,,,,
227,,,,
228,,,,
229,,,,
230,,,,
231,,,,
232,,,,
233,,,,
